class_index,class_name,support,precision,recall_sensitivity,specificity,f1,auc_ovr,tp,fp,fn,tn
0,bacterial_spot,147,0.7272727272727273,0.10884353741496598,0.996,0.1893491124260355,0.880639455782313,16,6,131,1494
1,cercospora_leaf_spot,175,0.6643356643356644,0.5428571428571428,0.967391304347826,0.5974842767295597,0.9148563664596273,95,48,80,1424
2,curl_virus,423,0.0,0.0,1.0,0.0,0.6304398631004806,0,0,423,1224
3,healthy,458,0.7807486631016043,0.9563318777292577,0.896551724137931,0.8596663395485771,0.9803502631472633,438,123,20,1066
4,nutrient_deficiency,444,0.43322475570032576,0.8986486486486487,0.5660847880299252,0.5846153846153846,0.8429760808189736,399,522,45,681
