split,class_name,count
train,bacterial_spot,1149
train,cercospora_leaf_spot,2336
train,curl_virus,1422
train,healthy,1625
train,nutrient_deficiency,1196
validation,bacterial_spot,131
validation,cercospora_leaf_spot,246
validation,curl_virus,160
validation,healthy,185
validation,nutrient_deficiency,138
test,bacterial_spot,147
test,cercospora_leaf_spot,175
test,curl_virus,423
test,healthy,458
test,nutrient_deficiency,444
