,bacterial_spot,cercospora_leaf_spot,curl_virus,healthy,nutrient_deficiency,powdery_mildew
bacterial_spot,256,1,1,0,0,0
cercospora_leaf_spot,0,308,2,0,1,2
curl_virus,2,1,314,2,2,0
healthy,1,1,2,296,1,0
nutrient_deficiency,0,1,3,0,215,0
powdery_mildew,0,0,1,0,0,174
